county,fuel,ID,Lat,Lng,name,brand,addr1,addr2,price,trend,dateupdated,dateupdatedshort,Updater,Zone,County
Carlow,Diesel,2847,52.480896196,-6.588741894,Martin's Service Station,Emo,Monfin Rd,Enniscorthy,115.9,down,2016-05-14,14th May,hilwin,Enniscorthy,Wexford
Carlow,Diesel,1473,52.519581022,-6.558630540,Town & Country Store,Campus,Old Dublin Rd,Enniscorthy,118.9,down,2015-12-28,28th Dec,jamesf,Enniscorthy,Wexford
Carlow,Diesel,1386,52.629950275,-6.992862225,Morris Oil,Morris Oil,Main Street,Barrowmount,120.9,down,2020-12-14,14th Dec,Mike59,Goresbridge,Kilkenny
Carlow,Diesel,4707,52.840177357,-6.958916187,Applegreen,Applegreen,Killeshin Rd,Derrymoyle,122.8,up,2018-03-11,11th Mar,wanderer63,Other,Laois
Carlow,Diesel,1738,52.864781587,-6.559981219,Hillview Service Station,Top,Moffets Ln,Hacketstown,126.9,down,2019-01-16,16th Jan,darmanted,Hacketstown,Carlow
Carlow,Diesel,412,52.832415591,-6.909123504,Vale Oil,Independent,Tullow Road,Carlow,126.9,down,2017-12-14,14th Dec,oleg,Carlow,Carlow
Carlow,Diesel,4358,52.522227034,-6.557807922,Topaz Depot,Topaz,Enniscorthy,Old Dublin Road,131.9,up,2015-06-26,26th Jun,jennifer1312,Enniscorthy,Wexford
Carlow,Diesel,2963,52.840420381,-6.946336627,Topaz,Topaz,Portlaoise Rd,Graiguecullen,136.9,down,2018-08-28,28th Aug,dcoveney,Carlow,Carlow
Carlow,Diesel,1737,52.754580957,-6.536865234,Top Oil,Top,Main St,Shillelagh,137.9,up,2018-12-17,17th Dec,Mike59,Shillelagh,Wicklow
Carlow,Diesel,4309,52.839120998,-6.896431446,Murphy Bros,Independent,Pollerton Ind. Est.,Carlow,149.9,up,2018-06-29,29th Jun,123456789,Carlow,Carlow
Carlow,Diesel,464,52.880940944,-6.696681976,casserlys,Independent,N81,Rathvilly,149.9,up,2011-12-15,15th Dec,prblack,Rathvilly,Carlow
Carlow,Diesel,1100,52.700179253,-6.957581184,GreatGas express 24/7 Bagenalstown,Great Gas,Kilree Street,Bagenalstown,152.9,down,2023-04-11,11th Apr,trevally,Bagenalstown,Carlow
Carlow,Diesel,684,52.825957289,-6.938154194,Munnelly's Garage ,Great Gas,Kilkenny Road,Carlow,154.9,down,2023-04-13,13th Apr,dcoveney.,Carlow,Carlow
Carlow,Diesel,1099,52.700210147,-6.964302063,McCullaghs Service Station Ltd,Independent,Royal Oak Rd,Bagenalstown,154.9,down,2023-04-13,13th Apr,06548113...,Bagenalstown,Carlow
Carlow,Diesel,540,52.738234997,-6.985441190,Walsh's Filling Station,Drive Service Stations,Seskin Rd,Leighlinbridge,154.9,down,2023-04-13,13th Apr,06548113...,Leighlinbridge,Carlow
Carlow,Diesel,1426,52.688487847,-6.963700639,Independent,Independent,Borris Road,Bagenalstown,154.9,down,2023-04-11,11th Apr,trevally,Bagenalstown,Carlow
Carlow,Diesel,2926,52.712877790,-6.847043764,Campus,Campus,Main St,Fenagh,154.9,down,2013-09-11,11th Sep,al64,Ballon,Carlow
Carlow,Diesel,1590,52.756866579,-6.704406738,Morris Oil,Morris Oil,Ardattin ,Tullow ,154.9,up,2012-10-27,27th Oct,smurf75,Tullow,Carlow
Carlow,Diesel,1161,52.847328204,-6.898924323,Fitzpatricks Garage Carlow,Maxol,Dublin Road,Carlow,155.9,down,2023-04-13,13th Apr,dcoveney.,Carlow,Carlow
Carlow,Diesel,2884,52.604302728,-6.937213254,Mace,Topaz,Factory Cross,Dublin Road,155.9,down,2023-04-13,13th Apr,06548113...,Borris,Carlow
Carlow,Diesel,2935,52.737063259,-6.975623170,Currans Service Station,Gulf Oil,Carlow Road,Leighlinbridge,155.9,up,2023-04-11,11th Apr,trevally,Bagenalstown,Carlow
Carlow,Diesel,3907,52.556785714,-6.709771156,Campus,Campus,Murphy's,Mocurry East,159.9,up,2012-04-11,11th Apr,tommyroche1982,Kiltealy,Wexford
Carlow,Diesel,465,52.886431028,-6.706123352,Doyle Nevins,Independent,Bough,Rathvilly,161.9,stable,2013-06-30,30th Jun,,Rathvilly,Carlow
Carlow,Diesel,1458,52.630706071,-7.061873823,Gowran Filling Staion ,Topaz,High St,Gowran,163.9,up,2022-01-31,31st Jan,Paddyspurs1,Gowran,Kilkenny
Carlow,Diesel,261,52.835825347,-6.873010372,Top Oil,Top,Hacketstown Rd,Carlow,179.8,up,2022-12-14,14th Dec,pete67,Carlow,Carlow
Carlow,Diesel,2867,52.544827509,-6.959150728,Campus,Campus,Borris Road,Graiguenamanagh,186.9,up,2022-10-05,5th Oct,Paddyspurs1,Graiguenamanagh,Kilkenny
Carlow,Diesel,237,52.832059627,-6.909503374,Circle K Tullow Road ,Topaz,Tullow Road,Carlow,187.9,down,2022-11-30,30th Nov,Benkell55,Carlow,Carlow
Carlow,Diesel,558,52.843947521,-6.900657173,Keenans ,Independent,Palatine Road,Pollerton,188.9,down,2022-09-02,2nd Sep,pelluci,Carlow,Carlow
Carlow,Diesel,457,52.503753999,-6.568896341,Slaney Service Station,Top,Island Rd,Enniscorthy,189.9,down,2022-08-22,22nd Aug,neefneef,Enniscorthy,Wexford
Carlow,Diesel,821,52.737101941,-6.768116769,Top,Top,Main Street,Ballon,191.9,up,2022-08-07,7th Aug,trevally,Ballon,Carlow
Carlow,Diesel,463,52.804587721,-6.733842346,Flynns Garage,Top,Dublin Road,"Tullow (GPS co-ordinates: 52.804338,-6.733439)",194.9,up,2022-11-23,23rd Nov,PUMPS2011,Tullow (loc8 postcode: SZF-34-WD9),Carlow
Carlow,Diesel,822,52.742400564,-6.772128203,Texaco Service Station ,Texaco,Main Street,Ballon,195.9,up,2022-11-23,23rd Nov,PUMPS2011,Ballon,Carlow
Carlow,Diesel,2854,52.505472862,-6.580283611,Maxol Garage,Maxol,Bellefield road,Enniscorthy,195.9,up,2022-09-04,4th Sep,Mckr,Enniscorthy,Wexford
Carlow,Diesel,2852,52.497054314,-6.550074893,Adfuels Applegreen S/S,Applegreen,Kilagoley Rd,Drumgoold,196.8,down,2022-08-06,6th Aug,Deweyire,Enniscorthy,Wexford
Carlow,Diesel,1281,52.835472150,-6.915708482,Tougher Express,Top,Staplestown Road,Carlow,198.8,up,2022-11-15,15th Nov,pelluci,Carlow,Carlow
Carlow,Diesel,411,52.830772915,-6.904735565,Devoys Garage,Applegreen,Tullow Road,Carlow,199.9,up,2022-11-15,15th Nov,pelluci,Carlow,Carlow
Carlow,Diesel,2856,52.508345312,-6.558452539,Donohoe's Filling Station,Topaz,Vale View,Enniscorthy,199.9,up,2022-09-04,4th Sep,Mckr,Enniscorthy,Wexford
Carlow,Diesel,460,52.654582248,-6.649602403,Applegreen Service Station,Applegreen,Ryland Rd,Bunclody,200.8,down,2022-10-22,22nd Oct,tmorrin,,Co Wexford
Carlow,Diesel,682,52.846163773,-6.911020290,Circle K Carlow,Circle K ,Dublin Road,Carlow,200.9,up,2022-11-16,16th Nov,pelluci,Carlow,Carlow
Carlow,Diesel,461,52.657066000,-6.663233333,Campus,Campus,Carrigduff,Bunclody,201.9,up,2022-10-22,22nd Oct,tmorrin,Bunclody,Wexford
Carlow,Diesel,459,52.650969456,-6.648797473,Bunclody Service Station,Texaco,Ryland Rd,Bunclody,201.9,up,2022-10-22,22nd Oct,tmorrin,Bunclody,Wexford
Carlow,Diesel,1719,52.839400968,-6.919841766,Carlow Service Statio,Topaz,Green Lane,Carlow,202.8,up,2022-10-22,22nd Oct,tmorrin,Carlow,Carlow
Carlow,Diesel,4744,52.679959722,-7.035155296,Applegreen,Applegreen,Paulstown,Kilkenny,203.8,up,2022-07-22,22nd Jul,Deweyire,Other,Kilkenny
Carlow,Diesel,239,52.841381170,-6.908839679,Hannon's Filling Station,Maxol,O'Brien Road,Carlow,203.9,down,2022-10-22,22nd Oct,tmorrin,Carlow,Carlow
Carlow,Diesel,260,52.798105581,-6.742851811,O'Toole's Filling Station,Topaz,Bunclody Road,Tullow,203.99,up,2022-10-13,13th Oct,CraigBreen,Tullow,Carlow
Carlow,Diesel,2865,52.539132286,-6.953286683,Walsh's,Texaco,Main Street,Graiguenamanagh,999,up,2012-12-07,7th Dec,wester,Graiguenamanagh,Carlow
Carlow,Diesel,2849,52.482516129,-6.694611107,Emo,Emo,Main St,Courtnacuddy,999.9,up,2022-08-07,7th Aug,Deweyire,Enniscorthy,Wexford
Carlow,Diesel,4406,52.628296201,-7.068521976,Gowran Park Service Station,Independent,Main Street,Gowran,999.9,up,2019-03-13,13th Mar,Mike59,,Kilkenny
Carlow,Diesel,3692,52.568786139,-6.741614342,Shannon's Service Station,Morris Oil,Main St.,Kiltealy,999.9,up,2012-11-09,9th Nov,irishtea,Kiltealy,Wexford
Carlow,Diesel,3908,52.566829772,-6.681468487,Campus,Campus,Foley's,Ballindaggan,999.9,up,2012-11-09,9th Nov,irishtea,Kiltealy,Wexford
Carlow,Petrol,1386,52.629950275,-6.992862225,Morris Oil,Morris Oil,Main Street,Barrowmount,129.9,down,2020-12-14,14th Dec,Mike59,Goresbridge,Kilkenny
Carlow,Petrol,2847,52.480896196,-6.588741894,Martin's Service Station,Emo,Monfin Rd,Enniscorthy,129.9,down,2016-05-14,14th May,hilwin,Enniscorthy,Wexford
Carlow,Petrol,1473,52.519581022,-6.558630540,Town & Country Store,Campus,Old Dublin Rd,Enniscorthy,132.9,up,2016-04-30,30th Apr,robincuil,Enniscorthy,Wexford
Carlow,Petrol,4707,52.840177357,-6.958916187,Applegreen,Applegreen,Killeshin Rd,Derrymoyle,133.8,up,2018-03-11,11th Mar,wanderer63,Other,Laois
Carlow,Petrol,1738,52.864781587,-6.559981219,Hillview Service Station,Top,Moffets Ln,Hacketstown,135.9,down,2019-01-16,16th Jan,darmanted,Hacketstown,Carlow
Carlow,Petrol,412,52.832415591,-6.909123504,Vale Oil,Independent,Tullow Road,Carlow,137.9,down,2017-12-14,14th Dec,oleg,Carlow,Carlow
Carlow,Petrol,2963,52.840420381,-6.946336627,Topaz,Topaz,Portlaoise Rd,Graiguecullen,144.9,down,2018-08-28,28th Aug,dcoveney,Carlow,Carlow
Carlow,Petrol,1737,52.754580957,-6.536865234,Top Oil,Top,Main St,Shillelagh,145.9,up,2018-12-17,17th Dec,Mike59,Shillelagh,Wicklow
Carlow,Petrol,261,52.835825347,-6.873010372,Top Oil,Top,Hacketstown Rd,Carlow,146.5,up,2018-06-24,24th Jun,dakaryellow,Carlow,Carlow
Carlow,Petrol,237,52.832059627,-6.909503374,Circle K Tullow Road ,Topaz,Tullow Road,Carlow,156.8,down,2022-12-29,29th Dec,KloppYourselfOn ,Carlow,Carlow
Carlow,Petrol,1100,52.700179253,-6.957581184,GreatGas express 24/7 Bagenalstown,Great Gas,Kilree Street,Bagenalstown,157.9,down,2022-12-11,11th Dec,Andy-Jackson92,Bagenalstown,Carlow
Carlow,Petrol,684,52.825957289,-6.938154194,Munnelly's Garage ,Great Gas,Kilkenny Road,Carlow,159.9,down,2023-04-13,13th Apr,dcoveney.,Carlow,Carlow
Carlow,Petrol,1161,52.847328204,-6.898924323,Fitzpatricks Garage Carlow,Maxol,Dublin Road,Carlow,159.9,down,2023-04-13,13th Apr,dcoveney.,Carlow,Carlow
Carlow,Petrol,1099,52.700210147,-6.964302063,McCullaghs Service Station Ltd,Independent,Royal Oak Rd,Bagenalstown,159.9,stable,2023-04-13,13th Apr,06548113...,Bagenalstown,Carlow
Carlow,Petrol,2884,52.604302728,-6.937213254,Mace,Topaz,Factory Cross,Dublin Road,159.9,down,2023-04-13,13th Apr,06548113...,Borris,Carlow
Carlow,Petrol,2935,52.737063259,-6.975623170,Currans Service Station,Gulf Oil,Carlow Road,Leighlinbridge,159.9,up,2023-04-11,11th Apr,trevally,Bagenalstown,Carlow
Carlow,Petrol,540,52.738234997,-6.985441190,Walsh's Filling Station,Drive Service Stations,Seskin Rd,Leighlinbridge,160.9,down,2023-04-13,13th Apr,06548113...,Leighlinbridge,Carlow
Carlow,Petrol,1426,52.688487847,-6.963700639,Independent,Independent,Borris Road,Bagenalstown,161.9,down,2023-04-11,11th Apr,trevally,Bagenalstown,Carlow
Carlow,Petrol,464,52.880940944,-6.696681976,casserlys,Independent,N81,Rathvilly,163.9,up,2011-12-15,15th Dec,prblack,Rathvilly,Carlow
Carlow,Petrol,1590,52.756866579,-6.704406738,Morris Oil,Morris Oil,Ardattin ,Tullow ,164.9,down,2012-10-27,27th Oct,smurf75,Tullow,Carlow
Carlow,Petrol,3907,52.556785714,-6.709771156,Campus,Campus,Murphy's,Mocurry East,165.9,up,2012-04-11,11th Apr,tommyroche1982,Kiltealy,Wexford
Carlow,Petrol,1458,52.630706071,-7.061873823,Gowran Filling Staion ,Topaz,High St,Gowran,167.9,up,2022-01-31,31st Jan,Paddyspurs1,Gowran,Kilkenny
Carlow,Petrol,465,52.886431028,-6.706123352,Doyle Nevins,Independent,Bough,Rathvilly,170.9,up,2012-08-24,24th Aug,Costlynot,Rathvilly,Carlow
Carlow,Petrol,2867,52.544827509,-6.959150728,Campus,Campus,Borris Road,Graiguenamanagh,171.9,up,2022-10-05,5th Oct,Paddyspurs1,Graiguenamanagh,Kilkenny
Carlow,Petrol,411,52.830772915,-6.904735565,Devoys Garage,Applegreen,Tullow Road,Carlow,172.9,down,2022-10-03,3rd Oct,pelluci,Carlow,Carlow
Carlow,Petrol,822,52.742400564,-6.772128203,Texaco Service Station ,Texaco,Main Street,Ballon,177.9,up,2022-11-23,23rd Nov,PUMPS2011,Ballon,Carlow
Carlow,Petrol,463,52.804587721,-6.733842346,Flynns Garage,Top,Dublin Road,"Tullow (GPS co-ordinates: 52.804338,-6.733439)",178.9,up,2022-11-23,23rd Nov,PUMPS2011,Tullow (loc8 postcode: SZF-34-WD9),Carlow
Carlow,Petrol,682,52.846163773,-6.911020290,Circle K Carlow,Circle K ,Dublin Road,Carlow,181.9,down,2022-11-16,16th Nov,pelluci,Carlow,Carlow
Carlow,Petrol,1719,52.839400968,-6.919841766,Carlow Service Statio,Topaz,Green Lane,Carlow,182.8,up,2022-10-22,22nd Oct,tmorrin,Carlow,Carlow
Carlow,Petrol,2854,52.505472862,-6.580283611,Maxol Garage,Maxol,Bellefield road,Enniscorthy,183.9,down,2022-09-04,4th Sep,Mckr,Enniscorthy,Wexford
Carlow,Petrol,460,52.654582248,-6.649602403,Applegreen Service Station,Applegreen,Ryland Rd,Bunclody,184.8,down,2022-10-22,22nd Oct,tmorrin,,Co Wexford
Carlow,Petrol,461,52.657066000,-6.663233333,Campus,Campus,Carrigduff,Bunclody,185.9,down,2022-10-22,22nd Oct,tmorrin,Bunclody,Wexford
Carlow,Petrol,459,52.650969456,-6.648797473,Bunclody Service Station,Texaco,Ryland Rd,Bunclody,185.9,down,2022-10-22,22nd Oct,tmorrin,Bunclody,Wexford
Carlow,Petrol,558,52.843947521,-6.900657173,Keenans ,Independent,Palatine Road,Pollerton,186.9,down,2022-09-03,3rd Sep,pelluci,Carlow,Carlow
Carlow,Petrol,457,52.503753999,-6.568896341,Slaney Service Station,Top,Island Rd,Enniscorthy,186.9,down,2022-08-22,22nd Aug,neefneef,Enniscorthy,Wexford
Carlow,Petrol,1281,52.835472150,-6.915708482,Tougher Express,Top,Staplestown Road,Carlow,187.8,down,2022-09-06,6th Sep,pelluci,Carlow,Carlow
Carlow,Petrol,239,52.841381170,-6.908839679,Hannon's Filling Station,Maxol,O'Brien Road,Carlow,187.9,up,2022-11-30,30th Nov,Benkell55,Carlow,Carlow
Carlow,Petrol,260,52.798105581,-6.742851811,O'Toole's Filling Station,Topaz,Bunclody Road,Tullow,187.99,up,2022-10-13,13th Oct,CraigBreen,Tullow,Carlow
Carlow,Petrol,2856,52.508345312,-6.558452539,Donohoe's Filling Station,Topaz,Vale View,Enniscorthy,189.9,up,2022-09-04,4th Sep,Mckr,Enniscorthy,Wexford
Carlow,Petrol,821,52.737101941,-6.768116769,Top,Top,Main Street,Ballon,191.9,up,2022-08-07,7th Aug,trevally,Ballon,Carlow
Carlow,Petrol,2852,52.497054314,-6.550074893,Adfuels Applegreen S/S,Applegreen,Kilagoley Rd,Drumgoold,193.9,down,2022-08-06,6th Aug,Deweyire,Enniscorthy,Wexford
Carlow,Petrol,4744,52.679959722,-7.035155296,Applegreen,Applegreen,Paulstown,Kilkenny,203.8,up,2022-07-22,22nd Jul,Deweyire,Other,Kilkenny
Carlow,Petrol,4309,52.839120998,-6.896431446,Murphy Bros,Independent,Pollerton Ind. Est.,Carlow,662,down,2012-10-27,27th Oct,GerLor,Carlow,Carlow
Carlow,Petrol,2865,52.539132286,-6.953286683,Walsh's,Texaco,Main Street,Graiguenamanagh,999,,NA,30th Nov,mypois,Graiguenamanagh,Carlow
Carlow,Petrol,2926,52.712877790,-6.847043764,Campus,Campus,Main St,Fenagh,999,,NA,30th Nov,mypois,Ballon,Carlow
Carlow,Petrol,4406,52.628296201,-7.068521976,Gowran Park Service Station,Independent,Main Street,Gowran,999.9,up,2019-03-13,13th Mar,Mike59,,Kilkenny
Carlow,Petrol,4358,52.522227034,-6.557807922,Topaz Depot,Topaz,Enniscorthy,Old Dublin Road,999.9,up,2014-10-25,25th Oct,merc1846,Enniscorthy,Wexford
Carlow,Petrol,2849,52.482516129,-6.694611107,Emo,Emo,Main St,Courtnacuddy,999.9,up,2014-09-04,4th Sep,Howlin1,Enniscorthy,Wexford
Carlow,Petrol,3692,52.568786139,-6.741614342,Shannon's Service Station,Morris Oil,Main St.,Kiltealy,999.9,up,2012-11-09,9th Nov,irishtea,Kiltealy,Wexford
Carlow,Petrol,3908,52.566829772,-6.681468487,Campus,Campus,Foley's,Ballindaggan,999.9,up,2012-11-09,9th Nov,irishtea,Kiltealy,Wexford
Cavan,Diesel,1803,53.896538216,-7.655123138,Corrigan's Service Station,Emo,R198,Legga,106.9,down,2016-01-23,23rd Jan,John22,Moyne,Longford
Cavan,Diesel,1515,54.270927487,-6.873998031,Silverstream Service Station ,Esso,Silverstream,Tamlat,110.9,up,2016-03-26,26th Mar,,Monaghan,Monaghan
Cavan,Diesel,3366,54.392757738,-6.973629208,Dunmoran Service Station,Topaz,Main St,Moy Bridge,111.9,down,2016-01-17,17th Jan,Jonny1980,Emyvale,Monaghan
Cavan,Diesel,1131,53.683949507,-7.583280802,Independent,Esso,N4,Edgeworthstown,114.9,stable,2017-06-29,29th Jun,kane,Lisnagrish,Longford
Cavan,Diesel,3918,53.867156122,-7.441424131,Independent,Independent,Main street,Killydoon,114.9,down,2016-05-19,19th May,tangocbm,Bellananagh,Cavan
Cavan,Diesel,3220,53.775287996,-7.658455528,Texaco,Texaco,The Village,Ballinalee,117.9,stable,2016-09-20,20th Sep,Shay2016,Ballinalee,Longford
Cavan,Diesel,3919,53.760307348,-7.745940685,Kiernans,Independent,Carriglass,Killoe,118.9,stable,2015-02-03,3rd Feb,bigiain,Killoe,Longford
Cavan,Diesel,4280,54.236574099,-6.881293058,Top,Top,McCarville's,Castleshane,120.9,down,2017-07-15,15th Jul,dcoveney,Monaghan,Monaghan
Cavan,Diesel,1183,54.181725254,-7.226203553,Circle K Clones,Circle K,Monaghan Rd,Clones,121.9,up,2017-09-16,16th Sep,fitzpatb,Clones,Monaghan
Cavan,Diesel,3359,54.221490604,-7.098627439,Mulladuff Filling Station,Topaz,Main Street,Smithborough,122.9,up,2017-09-16,16th Sep,fitzpatb,H18 Y566,Monaghan
Cavan,Diesel,1273,54.130636770,-6.904435158,Ballybay Services,Ballybay Services,Patrick St,Ballybay,122.9,down,2015-09-23,23rd Sep,Macktheknife,Ballybay,Monaghan
Cavan,Diesel,3331,54.084130774,-6.826387928,Tossey Service Station,Independent,Main St,Lisduff,122.9,down,2010-04-07,7th Apr,lorcand1,Castleblayney,Monaghan
Cavan,Diesel,3236,53.812194028,-6.949413363,O'Neill's,Great Gas,Main St.,Mullagh,123.9,up,2019-01-11,11th Jan,cartell.ie,Mullagh,Cavan
Cavan,Diesel,3350,54.156814996,-7.139158270,Keating's Filling Station,Independent,Main Street,Newbliss,125.8,down,2017-03-07,7th Mar,dgav1976,Newbliss,Monaghan
Cavan,Diesel,3363,54.241305431,-6.950501169,Texoil,Texaco,Dublin Road,Monaghan,125.9,up,2018-02-19,19th Feb,marty,H18 A620,Monaghan
Cavan,Diesel,1154,54.340222490,-6.959023476,G&G Filling Station ,GreatGas,Main Street,Emyvale,126.9,down,2017-02-11,11th Feb,apsfinn,Emyvale,Monaghan
Cavan,Diesel,3586,53.775196070,-7.494392395,Kearneys,Independent,Parnell Row,Granard,129.9,up,2018-04-27,27th Apr,kbrett,Granard,Longford
Cavan,Diesel,1138,54.194708706,-7.704118313,O'Reilly's / Spa Service Stn.,Maxol,Main Street,Swanlinbar,129.9,up,2018-01-13,13th Jan,wester,Swanlinbar,Cavan
Cavan,Diesel,565,53.992028320,-7.363414764,Jones Oil,Jones Oil,Farnham Road,Cavan,130.9,up,2019-03-22,22nd Mar,ahaieie,Cavan,Cavan
Cavan,Diesel,3354,54.206457820,-6.842754818,Braeside Stores,Top,Blayney/Mon.Rd ,Clontibret,131.9,down,2019-02-23,23rd Feb,marty,Monaghan,Monaghan
Cavan,Diesel,1248,54.227246153,-6.958877137,T. Martin Fuels,Independent,Killyvane,Ballybay Road,135.5,down,2013-10-03,3rd Oct,1814028204,Monaghan,Co Monaghan
Cavan,Diesel,401,53.724869267,-6.879767667,Sean Hetherington Service Sation ,Top,Farrell Street ,Kells,135.9,up,2018-09-03,3rd Sep,Mull1976 ,Kells,Meath
Cavan,Diesel,3195,53.716555817,-6.874716967,Gardenrath Service Station,Emo,Gardenrath Road,Gardenrath ,136.9,down,2019-02-28,28th Feb,Mull1976 ,Kells,Meath
Cavan,Diesel,1190,53.677035750,-7.295694351,D+A Morans,Independent,Dublin Road,Castlepollard,136.9,up,2018-07-29,29th Jul,tjjp,Mullingar,Westmeath
Cavan,Diesel,3351,54.157256349,-7.136807105,Emo,Emo,Main Street,Newbliss,136.9,down,2011-02-05,5th Feb,dano35ie,Newbliss,Monaghan
Cavan,Diesel,3173,53.632108656,-7.686581954,Esso,Esso,Main St,Carrickboy,137.9,up,2018-07-26,26th Jul,hunkapauwel,Carrickboy,Longford
Cavan,Diesel,4369,54.053216122,-7.799520493,Independant,Independent,High Street,Ballinamore,137.9,down,2014-11-11,11th Nov,bigkev,Ballinamore,Leitrim
Cavan,Diesel,4367,54.054198627,-7.795529366,John Fox,Independent,Lahard,Ballinamore,137.9,down,2014-11-11,11th Nov,bigkev,Ballinamore,Leitrim
Cavan,Diesel,3701,53.671392064,-6.812210083,Independent,Independent,Allenstown,Kells,138.9,up,2018-07-11,11th Jul,austingaffney,Kells,Meath
Cavan,Diesel,405,53.623446570,-7.081049387,Delvin Service,GreatGas,Moyleroe Little,Delvin,139.9,up,2021-07-02,2nd Jul,Hazzard,N91 ER8W,Westmeath
Cavan,Diesel,3982,53.618420267,-6.906098127,Texaco,Texaco,Athboy Business Park,"Trim Road, Athboy",139.9,down,2019-01-19,19th Jan,DavyR33,Other,Meath
Cavan,Diesel,3223,53.779733183,-7.488708115,Top,Top,Barrack Street,Granard,139.9,up,2018-09-17,17th Sep,hunkapauwel,Granard,Longford
Cavan,Diesel,402,53.722802633,-6.880715867,Michael McKeon Motors,Esso,Bective St,Kells,141.9,down,2018-11-27,27th Nov,Mull1976 ,Kells,Meath
Cavan,Diesel,3224,53.779831059,-7.388742034,Independent,Independent,Main St,Finea,148.9,up,2011-01-18,18th Jan,COLM32,Granard,Westmeath
Cavan,Diesel,1249,54.246739904,-6.965995382,McConnons Petrol Station ,Independent,Old Cross Square,Dublin Street,149.8,down,2023-04-11,11th Apr,Rebels1,Monaghan,Co Monaghan
Cavan,Diesel,1104,54.245974169,-6.977335698,The Plant,Emo,Clones Road,Monaghan Town,149.9,stable,2023-04-11,11th Apr,Rebels1,H18 RX53,Monaghan
Cavan,Diesel,3476,53.977266249,-7.645196915,Texaco,Texaco,Main St,Carrigallen,150.9,up,2013-09-22,22nd Sep,100003794588043,Carrigallen,Leitrim
Cavan,Diesel,4451,54.341523429,-6.959924698,Top,Top,N2,Emyvale,150.9,new,2013-08-23,23rd Aug,sbond,Other,Monaghan
Cavan,Diesel,1185,54.250007411,-6.972048283,North Road Service Station,Independent,North Road,Monaghan,150.9,down,2013-01-16,16th Jan,MalT,Monaghan,Co Monaghan
Cavan,Diesel,3582,53.920415011,-6.990394592,sheridans services station,Go,Cavan Road,Bailieborough,154.8,down,2023-04-21,21st Apr,Healy-Rae,Bailieborough,Cavan
Cavan,Diesel,3328,54.069543140,-7.092619650,Cootehill Service Station,Campus,Griffith Park,Cootehill,154.8,down,2023-04-21,21st Apr,Healy-Rae,Cootehill,Cavan
Cavan,Diesel,1122,53.627448880,-7.468637184,Western Gem,Top,Ballinalack,Mullingar,154.8,stable,2023-04-13,13th Apr,06548113...,Mullingar,Westmeath
Cavan,Diesel,1696,53.984824578,-7.329822779,Harry's Service Station,Topaz,Dublin Road,Pullamore,154.9,down,2023-04-15,15th Apr,trevally wong,Cavan,Cavan
Cavan,Diesel,3763,54.070671028,-7.066268921,Argue's Londis,Top,Station Rd,Cootehill,155.9,down,2023-04-21,21st Apr,Healy-Rae,Cootehill,Cavan
Cavan,Diesel,3276,53.933460417,-7.408100825,Ballinagh Service Station,Esso,Cavan Road,Ballananagh,155.9,down,2023-04-13,13th Apr,dcoveney.,Ballananagh,Cavan
Cavan,Diesel,1479,54.291570472,-7.877433300,Cox Foodmarkets,Top,Main Street,Blacklion,155.9,up,2023-04-13,13th Apr,06548113...,Blacklion,Cavan
Cavan,Diesel,250,53.743330521,-7.803554535,McGraths Filling Station,McGraths (Texaco),Sligo Road,Longford,155.9,down,2023-04-13,13th Apr,06548113...,Longford,Longford
Cavan,Diesel,1130,53.625742886,-7.466860095,O'Reilly Commercials,Texaco,Ballinalack,Mullingar,155.9,down,2023-04-12,12th Apr,smelly jack,Mullingar,Westmeath
Cavan,Diesel,4058,53.917293653,-6.967928410,Tesco,Tesco,Thomas Street,Bailieborough,155.9,down,2023-04-09,9th Apr,Waldemar64,Bailieborough,Cavan
Cavan,Diesel,3329,54.071980480,-7.073478699,Station Road Fuels,Esso,Station Road,Cootehill,155.9,up,2014-12-28,28th Dec,Jai,Cootehill,Cavan
Cavan,Diesel,3271,53.916776778,-6.967257766,Top,Top,Kingscourt Road,Bailieborough,156.8,down,2023-04-09,9th Apr,Waldemar64,Bailieborough,Cavan
Cavan,Diesel,3525,54.074800698,-7.085838318,McMullen's Service Station,Texaco,Bridge St,Cootehill,156.9,down,2023-04-21,21st Apr,Healy-Rae,Cootehill,Cavan
Cavan,Diesel,3294,53.975066580,-7.354170514,Enright's,Maxol,Kesh Rd,Gortnakesh,156.9,down,2023-04-14,14th Apr,Turks008,Cavan,Cavan
Cavan,Diesel,3265,53.900085372,-6.803014217,Top,Top,Dublin Road,Kingscourt,156.9,down,2023-04-09,9th Apr,Waldemar64,Kingscourt,Cavan
Cavan,Diesel,608,53.915365806,-6.969301501,Texaco Service Station,Texaco,Barrack Street,Bailieborough,157.8,down,2023-04-21,21st Apr,Healy-Rae,Bailieborough,Cavan
Cavan,Diesel,3270,53.907888897,-6.805301654,Mack's,Independent,Lower Main Street,Kingscourt,157.9,down,2023-04-09,9th Apr,Waldemar64,Kingscourt,Cavan
Cavan,Diesel,3365,54.329531527,-6.924354307,Texaco,Texaco,Main St,Portinaghy,157.9,down,2012-03-23,23rd Mar,levy,Monaghan,Monaghan
Cavan,Diesel,1772,53.983966607,-7.331137061,Texaco Service Station,Texaco,Dublin Road,Cavan,159.9,down,2023-04-12,12th Apr,dm1,Cavan,Cavan
